Date,Open,High,Low,Close,Adj Close,Volume
2016-11-28,1147.000000,1159.724976,1125.949951,1141.300049,1002.024780,1924296
2016-11-29,1137.500000,1146.000000,1126.275024,1129.925049,992.038086,1442296
2016-11-30,1132.500000,1147.375000,1121.150024,1138.025024,999.149414,3445832
2016-12-01,1138.500000,1145.000000,1127.025024,1131.724976,993.618164,1123052
2016-12-02,1129.000000,1135.400024,1102.599976,1110.925049,975.356445,1998032
2016-12-05,1114.500000,1118.925049,1085.000000,1093.000000,959.618958,2249526
2016-12-06,1095.000000,1101.974976,1084.949951,1091.175049,958.016663,1593444
2016-12-07,1091.099976,1092.224976,1072.824951,1077.275024,945.812744,2065706
2016-12-08,1080.250000,1099.500000,1080.000000,1097.875000,963.898926,3239546
2016-12-09,1102.500000,1109.949951,1086.650024,1097.625000,963.679565,1588718
2016-12-12,1097.400024,1108.800049,1081.500000,1104.099976,969.364319,1311758
2016-12-13,1109.000000,1109.000000,1091.500000,1100.150024,965.896301,2147534
2016-12-14,1107.000000,1112.349976,1094.500000,1103.800049,969.101135,1870366
2016-12-15,1101.000000,1136.050049,1101.000000,1129.650024,991.796387,4295410
2016-12-16,1138.500000,1145.000000,1126.000000,1141.324951,1002.046692,1987230
2016-12-19,1140.000000,1148.849976,1130.650024,1144.449951,1004.790283,1334210
2016-12-20,1146.000000,1172.500000,1143.525024,1169.650024,1026.915039,2922760
2016-12-21,1171.900024,1171.900024,1152.800049,1156.800049,1015.633362,2034902
2016-12-22,1153.000000,1162.500000,1143.099976,1153.849976,1013.043335,1868300
2016-12-23,1150.000000,1158.875000,1139.400024,1144.050049,1004.439331,1118954
2016-12-26,1133.000000,1150.800049,1133.000000,1146.550049,1006.634094,897408
2016-12-27,1140.750000,1165.000000,1140.750000,1161.699951,1019.935181,1294692
2016-12-28,1163.349976,1174.949951,1151.574951,1156.699951,1015.545349,1350418
2016-12-29,1151.500000,1179.949951,1151.500000,1175.849976,1032.358887,1963516
2016-12-30,1177.449951,1189.300049,1172.824951,1182.775024,1038.438477,1405748
2017-01-02,1183.300049,1187.550049,1176.199951,1180.675049,1036.595093,823132
2017-01-03,1180.625000,1185.849976,1171.650024,1184.125000,1039.623657,1475324
2017-01-04,1184.849976,1194.425049,1179.150024,1189.750000,1044.562256,1420066
2017-01-05,1192.000000,1194.974976,1160.199951,1167.199951,1024.764038,2216404
2017-01-06,1160.500000,1164.675049,1128.550049,1140.699951,1001.497925,3009896
2017-01-09,1137.500000,1155.650024,1128.500000,1151.849976,1011.287354,1854578
2017-01-10,1152.000000,1164.900024,1145.750000,1157.675049,1016.401611,1533914
2017-01-11,1157.500000,1164.800049,1140.099976,1162.199951,1020.374390,1931296
2017-01-12,1162.199951,1180.000000,1152.000000,1172.175049,1029.132080,2570374
2017-01-13,1174.000000,1178.974976,1118.925049,1124.650024,987.406677,10235580
2017-01-16,1125.000000,1136.949951,1114.000000,1129.275024,991.467163,3364808
2017-01-17,1127.449951,1143.900024,1126.400024,1139.375000,1000.334595,3009956
2017-01-18,1139.000000,1149.000000,1132.724976,1147.550049,1007.512207,3136574
2017-01-19,1147.500000,1147.574951,1141.474976,1145.500000,1005.712219,2251676
2017-01-20,1143.500000,1150.000000,1132.500000,1142.675049,1003.231995,2037246
2017-01-23,1132.500000,1156.750000,1129.900024,1153.349976,1015.492310,2318546
2017-01-24,1152.000000,1161.500000,1145.000000,1159.175049,1020.621460,2282638
2017-01-25,1161.300049,1180.000000,1159.025024,1176.500000,1035.875366,4111648
2017-01-27,1172.525024,1189.375000,1172.525024,1178.900024,1037.988892,2871658
2017-01-30,1170.500000,1175.974976,1159.074951,1166.449951,1027.026611,2577956
2017-01-31,1160.000000,1166.025024,1100.025024,1114.900024,981.638611,4666804
2017-02-01,1110.000000,1119.974976,1077.775024,1083.949951,954.387512,4864152
2017-02-02,1085.025024,1109.500000,1076.500000,1103.824951,971.887085,6009482
2017-02-03,1104.849976,1121.500000,1095.500000,1116.275024,982.849060,2153372
2017-02-06,1129.000000,1129.250000,1107.474976,1120.375000,986.459167,2408910
2017-02-07,1122.000000,1126.300049,1113.000000,1122.300049,988.153748,1814638
2017-02-08,1122.449951,1141.300049,1122.025024,1135.474976,999.753906,2212584
2017-02-09,1137.500000,1164.000000,1135.099976,1158.650024,1020.158875,4033202
2017-02-10,1155.500000,1212.224976,1155.500000,1198.974976,1055.664063,5782160
2017-02-13,1198.000000,1214.500000,1191.175049,1207.125000,1062.839966,3819812
2017-02-14,1209.824951,1209.824951,1199.000000,1203.125000,1059.318237,2033328
2017-02-15,1198.500000,1214.000000,1187.550049,1206.849976,1062.598145,1924972
2017-02-16,1230.000000,1239.000000,1217.800049,1223.875000,1077.588013,4175680
2017-02-17,1236.000000,1237.800049,1201.000000,1203.949951,1060.044434,2723324
2017-02-20,1212.500000,1277.500000,1204.050049,1251.099976,1101.558838,3973948
2017-02-21,1257.000000,1262.949951,1227.574951,1232.675049,1085.336182,5501112
2017-02-22,1232.949951,1235.000000,1200.074951,1205.750000,1061.629517,4505496
2017-02-23,1207.500000,1246.625000,1207.500000,1240.900024,1092.577881,4853352
2017-02-27,1239.550049,1251.000000,1235.025024,1244.925049,1096.122070,2139892
2017-02-28,1244.750000,1245.000000,1225.000000,1233.125000,1085.732178,2354828
2017-03-01,1239.949951,1250.949951,1235.000000,1239.775024,1091.587280,1130374
2017-03-02,1243.349976,1255.000000,1235.025024,1250.724976,1101.228638,1544942
2017-03-03,1246.000000,1249.849976,1237.699951,1247.025024,1097.970947,1013970
2017-03-06,1240.000000,1242.000000,1227.275024,1236.250000,1088.484009,1400694
2017-03-07,1241.449951,1252.500000,1237.525024,1249.900024,1100.502441,1511672
2017-03-08,1251.000000,1260.000000,1246.099976,1256.099976,1105.961060,1791510
2017-03-09,1257.074951,1262.000000,1252.025024,1259.875000,1109.285034,858468
2017-03-10,1259.800049,1274.775024,1256.974976,1271.125000,1119.190186,1171420
2017-03-14,1278.400024,1293.574951,1275.525024,1283.750000,1130.306519,3402294
2017-03-15,1286.000000,1286.074951,1246.925049,1249.150024,1099.842041,3022496
2017-03-16,1253.000000,1263.500000,1253.000000,1260.449951,1109.791260,1571818
2017-03-17,1273.000000,1273.000000,1254.875000,1262.875000,1111.926270,2593152
2017-03-20,1262.974976,1262.974976,1233.000000,1240.000000,1091.785767,3487540
2017-03-21,1241.000000,1246.000000,1232.500000,1243.349976,1094.735352,3373700
2017-03-22,1240.074951,1248.000000,1234.974976,1239.474976,1091.323364,1888716
2017-03-23,1241.000000,1242.525024,1223.599976,1230.175049,1083.135010,2620638
2017-03-24,1234.900024,1234.900024,1211.650024,1213.599976,1068.540894,5099814
2017-03-27,1213.474976,1220.000000,1203.000000,1206.025024,1061.871460,2181270
2017-03-28,1205.000000,1221.699951,1205.000000,1214.974976,1069.751465,1153158
2017-03-29,1218.000000,1225.400024,1212.800049,1222.300049,1076.201294,1717764
2017-03-30,1222.449951,1232.500000,1217.500000,1220.500000,1074.615967,2986086
2017-03-31,1219.199951,1220.425049,1207.500000,1215.900024,1070.565918,1867044
2017-04-03,1217.500000,1217.500000,1204.099976,1205.849976,1061.717163,1196888
2017-04-05,1209.949951,1209.949951,1197.500000,1200.625000,1057.116699,2905568
2017-04-06,1200.000000,1205.000000,1196.275024,1200.025024,1056.588501,1720704
2017-04-07,1197.449951,1216.625000,1196.074951,1214.525024,1069.355469,2277012
2017-04-10,1216.000000,1224.500000,1202.500000,1211.125000,1066.362061,2543264
2017-04-11,1208.650024,1221.550049,1203.000000,1209.650024,1065.063599,1557784
2017-04-12,1211.250000,1214.000000,1191.500000,1196.625000,1053.595215,1050538
2017-04-13,1200.000000,1204.500000,1160.525024,1164.324951,1025.155884,2500472
2017-04-17,1165.199951,1166.449951,1147.574951,1157.425049,1019.080444,2270882
2017-04-18,1165.000000,1167.099976,1151.025024,1154.400024,1016.416748,1730620
2017-04-19,1131.750000,1174.349976,1126.400024,1149.574951,1012.168762,5626812
2017-04-20,1152.650024,1166.000000,1145.474976,1162.750000,1023.768921,1268842
2017-04-21,1164.550049,1167.824951,1150.500000,1155.400024,1017.297241,1161154
2017-04-24,1150.000000,1169.824951,1141.250000,1164.050049,1024.913818,2000020
2017-04-25,1164.000000,1172.224976,1151.349976,1155.750000,1017.605713,3148710
2017-04-26,1170.000000,1171.974976,1151.525024,1155.175049,1017.099487,2187438
2017-04-27,1153.025024,1163.900024,1138.824951,1151.324951,1013.709473,5773186
2017-04-28,1147.000000,1149.375000,1134.000000,1136.574951,1000.722595,2540510
2017-05-02,1147.000000,1151.000000,1140.000000,1144.949951,1008.096436,2382696
2017-05-03,1147.500000,1172.500000,1134.250000,1168.650024,1028.963989,3514406
2017-05-04,1174.974976,1175.000000,1154.400024,1165.050049,1025.794434,2708208
2017-05-05,1154.000000,1166.250000,1151.250000,1160.250000,1021.567871,1682474
2017-05-08,1160.500000,1173.699951,1158.849976,1171.224976,1031.231201,1071782
2017-05-09,1171.974976,1180.500000,1166.275024,1176.275024,1035.677612,1790270
2017-05-10,1177.500000,1178.074951,1158.000000,1166.224976,1026.828735,1206388
2017-05-11,1173.650024,1180.000000,1161.375000,1174.724976,1034.312622,2071302
2017-05-12,1171.650024,1184.949951,1160.025024,1180.324951,1039.243408,2314446
2017-05-15,1187.550049,1188.974976,1170.800049,1182.550049,1041.202637,1817604
2017-05-16,1190.000000,1217.500000,1186.724976,1214.574951,1069.399414,3601026
2017-05-17,1216.750000,1230.375000,1211.500000,1227.675049,1080.933594,2876198
2017-05-18,1225.000000,1286.000000,1221.125000,1268.099976,1116.526489,5138594
2017-05-19,1268.099976,1270.275024,1243.000000,1253.574951,1103.738037,1786044
2017-05-22,1255.000000,1276.875000,1255.000000,1265.675049,1114.391602,1663940
2017-05-23,1266.599976,1282.074951,1257.000000,1260.849976,1110.143188,2748596
2017-05-24,1267.400024,1285.000000,1264.824951,1279.574951,1126.630249,2534548
2017-05-25,1288.500000,1318.775024,1284.000000,1312.300049,1155.443848,4094094
2017-05-26,1312.500000,1313.425049,1282.324951,1289.125000,1135.038818,1362550
2017-05-29,1289.500000,1298.250000,1282.000000,1286.425049,1132.661499,1749290
2017-05-30,1280.000000,1287.974976,1262.500000,1275.550049,1123.086182,927634
2017-05-31,1266.500000,1286.250000,1264.000000,1273.300049,1121.105347,2502730
2017-06-01,1265.000000,1282.000000,1265.000000,1276.800049,1124.186890,1080064
2017-06-02,1278.125000,1295.925049,1276.250000,1282.449951,1129.161743,1355648
2017-06-05,1282.500000,1309.949951,1280.074951,1301.974976,1146.352661,1500188
