Date,Open,High,Low,Close,Adj Close,Volume
2016-01-15,1144.425049,1145.849976,1127.500000,1130.550049,974.876221,3269408
2016-01-18,1131.000000,1145.949951,1130.000000,1138.824951,982.011841,2213922
2016-01-19,1138.500000,1150.000000,1134.150024,1139.650024,982.723267,967910
2016-01-20,1136.900024,1142.500000,1121.500000,1140.050049,983.068054,1615954
2016-01-21,1142.500000,1144.949951,1122.875000,1127.250000,974.381287,2675536
2016-01-22,1136.500000,1151.025024,1130.000000,1147.875000,992.209290,1343178
2016-01-25,1150.949951,1169.500000,1145.750000,1152.324951,996.055725,1397560
2016-01-27,1151.000000,1164.974976,1140.949951,1159.875000,1002.581970,1626986
2016-01-28,1157.750000,1174.449951,1154.025024,1165.599976,1007.530396,3106660
2016-01-29,1179.349976,1200.000000,1167.525024,1195.650024,1033.505127,2235744
2016-02-01,1195.550049,1206.474976,1179.500000,1201.349976,1038.432373,1495274
2016-02-02,1204.500000,1216.500000,1189.849976,1199.050049,1036.444092,1475588
2016-02-03,1193.750000,1214.949951,1180.150024,1208.150024,1044.310181,1308692
2016-02-04,1210.949951,1220.000000,1201.000000,1210.025024,1045.931030,1250046
2016-02-05,1204.050049,1219.974976,1204.050049,1210.974976,1046.752075,1402996
2016-02-08,1200.000000,1206.025024,1173.500000,1181.474976,1021.252563,1063658
2016-02-09,1166.800049,1166.800049,1127.800049,1140.699951,986.007263,2489610
2016-02-10,1137.500000,1144.949951,1129.050049,1134.400024,980.561340,1890732
2016-02-11,1140.000000,1144.500000,1085.824951,1098.974976,949.940369,1962408
2016-02-12,1100.000000,1121.699951,1082.000000,1113.300049,962.322815,2172568
2016-02-15,1125.000000,1153.425049,1120.000000,1134.574951,980.712585,2479712
2016-02-16,1133.000000,1141.000000,1121.500000,1132.775024,979.156494,1588702
2016-02-17,1132.500000,1139.824951,1123.199951,1137.775024,983.478699,1585178
2016-02-18,1142.500000,1159.875000,1139.000000,1157.925049,1000.896057,1529140
2016-02-19,1153.675049,1163.500000,1152.724976,1159.824951,1002.538635,879012
2016-02-22,1160.125000,1171.500000,1152.500000,1157.949951,1000.917908,1324884
2016-02-23,1155.125000,1159.949951,1128.375000,1132.000000,978.486877,1306852
2016-02-24,1131.224976,1131.224976,1100.599976,1105.474976,955.558899,1659328
2016-02-25,1109.900024,1114.000000,1092.824951,1106.425049,956.380066,1830556
2016-02-26,1114.849976,1128.449951,1099.800049,1105.250000,955.364441,1537536
2016-02-29,1118.500000,1118.500000,1057.500000,1088.400024,940.799622,2191718
2016-03-01,1096.500000,1142.550049,1081.000000,1138.324951,983.953979,1999760
2016-03-02,1152.500000,1165.000000,1128.125000,1159.425049,1002.192749,1527486
2016-03-03,1168.000000,1195.500000,1150.500000,1186.574951,1025.660645,2648284
2016-03-04,1190.000000,1190.000000,1174.775024,1178.775024,1018.918091,1512966
2016-03-08,1171.050049,1183.500000,1152.099976,1177.150024,1017.513855,1268152
2016-03-09,1170.500000,1184.699951,1147.574951,1178.625000,1018.788757,2017784
2016-03-10,1178.025024,1179.925049,1157.474976,1174.150024,1014.920715,1661666
2016-03-11,1170.000000,1195.425049,1167.500000,1182.625000,1022.246948,1530528
2016-03-14,1181.000000,1199.000000,1170.000000,1177.500000,1017.816406,1636742
2016-03-15,1174.525024,1181.750000,1160.050049,1164.949951,1006.968201,1623356
2016-03-16,1157.500000,1166.000000,1153.449951,1163.525024,1005.736572,1918246
2016-03-17,1167.000000,1180.900024,1166.000000,1176.025024,1016.541504,2221088
2016-03-18,1180.000000,1215.000000,1180.000000,1212.925049,1048.437622,3204070
2016-03-21,1213.000000,1227.474976,1210.000000,1223.125000,1057.254150,2336982
2016-03-22,1221.000000,1242.500000,1218.250000,1236.550049,1068.858643,1951984
2016-03-23,1243.949951,1243.949951,1228.650024,1236.900024,1069.161499,2278434
2016-03-28,1245.500000,1258.574951,1230.775024,1236.699951,1068.988281,3320882
2016-03-29,1239.000000,1243.474976,1227.500000,1234.699951,1067.259521,1838796
2016-03-30,1235.449951,1252.500000,1230.000000,1244.750000,1075.946777,2136504
2016-03-31,1239.150024,1275.000000,1236.074951,1260.150024,1089.257813,4363964
2016-04-01,1252.500000,1260.425049,1217.050049,1226.949951,1060.560547,3041400
2016-04-04,1228.000000,1244.000000,1223.500000,1235.625000,1068.058716,1752352
2016-04-05,1235.400024,1242.449951,1221.025024,1231.375000,1064.385376,1491794
2016-04-06,1235.000000,1244.500000,1229.675049,1240.949951,1072.661865,1763150
2016-04-07,1240.000000,1242.349976,1228.500000,1235.400024,1067.864502,2390942
2016-04-08,1233.000000,1236.849976,1213.500000,1216.025024,1051.116943,1399500
2016-04-11,1216.500000,1258.500000,1206.500000,1253.324951,1083.358765,2400648
2016-04-12,1249.000000,1262.500000,1244.050049,1259.074951,1088.328857,1303628
2016-04-13,1265.000000,1272.500000,1256.250000,1263.099976,1091.808228,1601468
2016-04-18,1226.500000,1276.750000,1220.000000,1259.875000,1089.020386,7121504
2016-04-20,1267.449951,1267.449951,1220.000000,1225.175049,1059.025879,6405024
2016-04-21,1225.500000,1233.699951,1206.099976,1212.199951,1047.810913,2525724
2016-04-22,1209.500000,1217.699951,1202.099976,1208.525024,1044.634155,1964126
2016-04-25,1201.150024,1228.525024,1201.150024,1225.625000,1059.415039,2267654
2016-04-26,1224.500000,1246.750000,1221.000000,1244.900024,1076.076172,2554368
2016-04-27,1240.000000,1257.300049,1237.949951,1255.550049,1085.281860,1848670
2016-04-28,1250.650024,1270.000000,1249.050049,1263.875000,1092.478149,4992744
2016-04-29,1258.500000,1271.000000,1255.000000,1267.750000,1095.827759,2372178
2016-05-02,1264.500000,1265.000000,1250.000000,1263.349976,1092.024048,1116692
2016-05-03,1262.500000,1265.000000,1236.000000,1239.050049,1071.019531,2153118
2016-05-04,1236.949951,1247.025024,1228.500000,1239.000000,1070.976318,1364892
2016-05-05,1239.000000,1244.974976,1231.775024,1235.150024,1067.648315,1246566
2016-05-06,1232.500000,1242.150024,1215.500000,1236.699951,1068.988281,885598
2016-05-09,1236.699951,1259.000000,1228.199951,1256.275024,1085.908569,1821276
2016-05-10,1257.500000,1266.974976,1248.000000,1261.449951,1090.381592,1158534
2016-05-11,1250.000000,1262.800049,1245.000000,1259.150024,1088.393433,1598716
2016-05-12,1260.275024,1284.949951,1260.275024,1283.099976,1109.095703,1513082
2016-05-13,1282.500000,1283.000000,1255.074951,1261.699951,1090.598022,1621730
2016-05-16,1269.000000,1282.400024,1261.250000,1275.574951,1102.591553,1111526
2016-05-17,1282.099976,1295.625000,1276.000000,1285.099976,1110.824463,1756698
2016-05-18,1282.925049,1282.925049,1263.025024,1275.550049,1102.569702,1500740
2016-05-19,1277.500000,1280.000000,1263.050049,1278.474976,1105.097778,1038792
2016-05-20,1271.150024,1282.900024,1261.400024,1264.650024,1093.147827,1230918
2016-05-23,1272.000000,1272.949951,1240.099976,1245.724976,1076.789429,1533016
2016-05-24,1242.000000,1244.125000,1229.800049,1233.849976,1066.524780,1339158
2016-05-25,1240.500000,1266.474976,1240.500000,1263.224976,1091.916138,1548678
2016-05-26,1265.000000,1282.449951,1252.550049,1274.349976,1101.532715,1943248
2016-05-27,1276.574951,1289.925049,1275.300049,1286.324951,1111.883423,1104676
2016-05-30,1291.500000,1320.974976,1291.000000,1318.199951,1139.435791,1349464
2016-05-31,1320.000000,1323.500000,1281.000000,1284.699951,1110.478638,3722608
2016-06-01,1285.599976,1322.500000,1285.500000,1316.775024,1138.204224,1911942
2016-06-02,1300.000000,1327.150024,1300.000000,1325.074951,1145.378296,1408756
2016-06-03,1325.699951,1329.000000,1310.250000,1314.775024,1136.475464,1554922
2016-06-06,1310.250000,1319.500000,1301.599976,1306.250000,1140.820068,1322026
2016-06-07,1307.000000,1319.500000,1306.500000,1315.574951,1148.964355,1202194
2016-06-08,1308.625000,1314.275024,1302.750000,1306.550049,1141.082397,938266
2016-06-09,1311.199951,1311.199951,1277.599976,1288.625000,1125.427368,1562138
2016-06-10,1283.000000,1301.625000,1276.599976,1277.875000,1116.038452,1396832
2016-06-13,1270.000000,1276.675049,1259.000000,1273.500000,1112.218018,1029978
2016-06-14,1279.474976,1279.474976,1259.125000,1267.425049,1106.912354,977570
2016-06-15,1265.000000,1282.449951,1261.000000,1278.425049,1116.519531,1270844
2016-06-16,1272.775024,1282.349976,1258.224976,1279.150024,1117.152222,1145070
2016-06-17,1279.500000,1305.000000,1279.500000,1301.300049,1136.497314,1878988
2016-06-20,1301.300049,1334.000000,1295.900024,1329.650024,1161.256836,1872838
2016-06-21,1331.750000,1332.500000,1320.699951,1325.599976,1157.719360,1027690
2016-06-22,1325.000000,1338.849976,1315.875000,1333.824951,1164.902832,1761712
2016-06-23,1327.500000,1329.750000,1312.650024,1322.675049,1155.165039,1397014
2016-06-24,1282.574951,1296.599976,1257.074951,1286.974976,1123.986206,3766586
2016-06-27,1273.500000,1273.500000,1241.324951,1247.925049,1089.882202,4272566
2016-06-28,1247.925049,1251.449951,1229.199951,1231.974976,1075.951904,4499524
2016-06-29,1237.500000,1256.250000,1232.650024,1251.449951,1092.960205,2531264
2016-06-30,1261.000000,1281.449951,1250.175049,1276.550049,1114.881470,5121812
2016-07-01,1281.000000,1282.300049,1247.175049,1250.425049,1092.065308,2197296
2016-07-04,1258.000000,1262.925049,1241.000000,1247.099976,1089.161255,1883484
2016-07-05,1247.099976,1248.525024,1238.574951,1242.650024,1085.275146,1559748
2016-07-07,1243.849976,1245.925049,1212.500000,1214.900024,1061.039429,3316800
2016-07-08,1217.500000,1221.025024,1201.750000,1213.300049,1059.642090,2456356
2016-07-11,1215.000000,1235.900024,1213.500000,1232.074951,1076.038940,1543632
2016-07-12,1235.849976,1237.500000,1217.925049,1232.474976,1076.388428,1465536
2016-07-13,1239.000000,1249.625000,1225.625000,1246.550049,1088.681274,2102300
2016-07-14,1243.000000,1264.500000,1235.500000,1260.949951,1101.257324,2699988
2016-07-15,1258.500000,1263.900024,1213.275024,1222.675049,1067.829224,8336366
2016-07-18,1223.500000,1234.500000,1215.300049,1216.724976,1062.633057,2598850
2016-07-19,1213.750000,1236.400024,1213.750000,1233.099976,1076.934204,2362896
2016-07-20,1225.000000,1251.250000,1224.074951,1247.474976,1089.488892,2815252
2016-07-21,1244.750000,1259.750000,1232.224976,1253.025024,1094.335815,2527148
2016-07-22,1249.449951,1262.000000,1246.000000,1257.550049,1098.287964,1517216
2016-07-25,1256.000000,1281.599976,1252.900024,1279.474976,1120.331421,1688796
2016-07-26,1279.474976,1284.000000,1266.500000,1276.300049,1117.551514,2311290
2016-07-27,1277.500000,1290.199951,1272.500000,1288.775024,1128.474854,1750510
2016-07-28,1290.250000,1314.775024,1288.525024,1309.625000,1146.731079,4632080
2016-07-29,1307.000000,1317.449951,1299.500000,1309.650024,1146.753784,2488084
2016-08-01,1316.000000,1362.500000,1316.000000,1354.125000,1185.696167,3961704
2016-08-02,1351.449951,1357.849976,1344.900024,1349.599976,1181.734131,2578162
2016-08-03,1343.000000,1349.500000,1324.525024,1328.150024,1162.952148,2294702
2016-08-04,1335.000000,1341.474976,1318.125000,1326.000000,1161.069946,1415416
2016-08-05,1336.949951,1342.150024,1316.000000,1324.550049,1159.800171,1868484
2016-08-08,1320.000000,1334.000000,1314.525024,1324.750000,1159.975342,2058244
2016-08-09,1329.000000,1329.900024,1289.425049,1325.099976,1160.281738,2261914
2016-08-10,1325.500000,1341.000000,1324.000000,1337.699951,1171.314209,2062078
2016-08-11,1332.775024,1357.500000,1332.775024,1354.949951,1186.418823,2233138
2016-08-12,1352.500000,1372.400024,1351.025024,1369.224976,1198.918579,2327358
2016-08-16,1369.000000,1370.000000,1336.925049,1345.849976,1178.450562,3183754
2016-08-17,1349.500000,1349.500000,1309.000000,1312.275024,1149.051880,1848566
2016-08-18,1317.500000,1328.775024,1315.050049,1319.275024,1155.181030,1292064
2016-08-19,1320.000000,1323.224976,1300.000000,1301.750000,1139.835815,2416244
2016-08-22,1294.000000,1297.224976,1268.150024,1274.349976,1115.844482,2265274
2016-08-23,1272.474976,1302.474976,1270.099976,1300.525024,1138.763062,1503374
2016-08-24,1294.900024,1301.000000,1284.525024,1286.025024,1126.066895,1116878
2016-08-25,1290.000000,1294.849976,1263.000000,1275.525024,1116.872681,1939690
2016-08-26,1279.900024,1286.275024,1258.599976,1262.474976,1105.446533,1250314
2016-08-29,1267.474976,1267.474976,1233.375000,1250.275024,1094.763672,1488728
2016-08-30,1255.000000,1274.900024,1250.625000,1272.074951,1113.852173,1444026
2016-08-31,1275.000000,1275.000000,1250.425049,1255.650024,1099.470093,3231668
2016-09-01,1262.449951,1267.474976,1243.525024,1253.750000,1097.806030,1345736
2016-09-02,1256.000000,1259.699951,1248.025024,1257.400024,1101.002563,1742330
2016-09-06,1259.949951,1260.074951,1240.000000,1242.025024,1087.539673,2239066
2016-09-07,1249.849976,1249.849976,1211.500000,1220.275024,1068.494873,3854040
2016-09-08,1180.000000,1180.000000,1142.375000,1161.050049,1016.636353,7021516
2016-09-09,1164.849976,1183.324951,1160.025024,1176.224976,1029.924194,2742438
2016-09-12,1168.500000,1181.974976,1162.000000,1179.525024,1032.813721,2024454
2016-09-14,1181.000000,1188.800049,1155.000000,1164.224976,1019.416870,2069858
2016-09-15,1169.974976,1171.050049,1158.375000,1163.474976,1018.759827,2818964
2016-09-16,1168.349976,1188.000000,1160.000000,1180.849976,1033.973511,4358004
2016-09-19,1182.500000,1213.500000,1175.000000,1205.724976,1055.754639,2802546
2016-09-20,1205.500000,1208.449951,1192.699951,1203.250000,1053.587402,1184552
2016-09-21,1203.849976,1212.000000,1200.349976,1206.699951,1056.608521,1678020
2016-09-22,1212.625000,1214.000000,1185.550049,1189.000000,1041.109985,2857574
2016-09-23,1191.000000,1201.925049,1185.574951,1199.050049,1049.909912,1800726
2016-09-26,1200.550049,1209.550049,1197.500000,1200.550049,1051.223267,1753476
2016-09-27,1200.550049,1224.000000,1200.550049,1218.050049,1066.546875,2038792
2016-09-28,1215.500000,1218.750000,1207.599976,1211.525024,1060.833496,1731328
2016-09-29,1217.500000,1228.250000,1209.800049,1218.900024,1067.291016,3603958
2016-09-30,1218.525024,1224.900024,1211.550049,1215.400024,1064.226440,2175364
2016-10-03,1225.000000,1228.824951,1200.550049,1205.849976,1055.864136,1818880
2016-10-04,1210.000000,1212.525024,1199.000000,1202.574951,1052.996338,1780718
2016-10-05,1204.000000,1207.699951,1188.050049,1193.175049,1044.765625,1176354
2016-10-06,1197.500000,1201.199951,1186.375000,1194.375000,1045.816284,2267572
2016-10-07,1194.000000,1194.000000,1179.099976,1183.900024,1036.644287,1816512
2016-10-10,1184.949951,1193.449951,1177.525024,1190.150024,1042.116943,1202142
2016-10-13,1181.650024,1184.949951,1160.449951,1164.449951,1019.613342,5173334
2016-10-14,1157.500000,1193.500000,1145.500000,1183.099976,1035.943848,7741214
2016-10-17,1184.449951,1187.900024,1172.199951,1181.224976,1034.301880,2728346
2016-10-18,1188.000000,1207.849976,1177.400024,1200.099976,1050.829956,2128632
2016-10-19,1200.500000,1205.000000,1185.150024,1197.550049,1048.596680,1985058
2016-10-20,1198.449951,1204.675049,1193.000000,1200.574951,1051.245239,1265854
2016-10-21,1200.000000,1215.949951,1199.125000,1214.324951,1063.285034,1259660
2016-10-24,1214.099976,1217.449951,1201.275024,1213.849976,1065.721680,1253190
2016-10-25,1202.500000,1207.300049,1190.500000,1199.224976,1052.880859,1772466
2016-10-26,1199.300049,1201.375000,1186.250000,1198.125000,1051.915527,1437130
2016-10-27,1189.849976,1214.750000,1182.750000,1209.050049,1061.507202,2941602
2016-10-28,1205.000000,1207.550049,1194.000000,1199.349976,1052.990601,1752102
2016-11-01,1199.849976,1199.849976,1167.074951,1175.000000,1031.612427,2934776
2016-11-02,1170.500000,1172.000000,1147.500000,1152.025024,1011.440918,2325076
2016-11-03,1147.000000,1167.500000,1142.250000,1159.724976,1018.201172,1463310
2016-11-04,1160.000000,1168.074951,1147.000000,1165.275024,1023.073914,1183752
2016-11-07,1168.949951,1172.449951,1130.025024,1138.525024,999.588257,2048052
2016-11-08,1140.224976,1153.500000,1130.000000,1141.599976,1002.288147,1933634
2016-11-09,1090.000000,1137.500000,1071.425049,1084.925049,952.529419,4500226
2016-11-10,1102.400024,1108.750000,1070.400024,1077.724976,946.208069,2172426
2016-11-11,1073.525024,1073.525024,1043.099976,1050.574951,922.371155,2398424
2016-11-15,1058.449951,1078.775024,1025.949951,1060.650024,931.216492,6290324
2016-11-16,1072.550049,1104.449951,1069.000000,1094.800049,961.199402,4019958
2016-11-17,1092.500000,1104.300049,1065.074951,1068.599976,938.196594,2504688
2016-11-18,1071.000000,1075.000000,1052.099976,1062.550049,932.884644,2140534
2016-11-21,1063.099976,1070.000000,1052.500000,1066.449951,936.308777,1793366
2016-11-22,1066.000000,1088.724976,1061.025024,1067.500000,937.230774,1318860
2016-11-23,1074.500000,1081.474976,1063.599976,1078.175049,946.603149,1275808
2016-11-24,1077.449951,1103.800049,1068.500000,1094.224976,960.694336,3026234
2016-11-25,1106.000000,1153.625000,1096.099976,1150.175049,1009.816895,4276148
